"Sample" "Biome" "Region" "Latitude" "PHYCO0001" "PHYCO0002" "PHYCO0003" "PHYCO0004" "PHYCO0005" "PHYCO0006" "PHYCO0007" "PHYCO0008" "PHYCO0009" "PHYCO0010" "PHYCO0011" "PHYCO0012" "PHYCO0013" "PHYCO0014" "PHYCO0015" "PHYCO0016" "PHYCO0017" "PHYCO0018" "PHYCO0019" "PHYCO0020" "PHYCO0021" "PHYCO0022" "PHYCO0023" "PHYCO0024" "PHYCO0025" "PHYCO0026" "PHYCO0027" "PHYCO0028" "PHYCO0029" "PHYCO0030" "PHYCO0031" "PHYCO0032" "PHYCO0033" "PHYCO0034" "PHYCO0035" "PHYCO0036" "PHYCO0037" "PHYCO0038" "PHYCO0039" "PHYCO0040" "PHYCO0041" "PHYCO0042" "PHYCO0043" "PHYCO0044" "PHYCO0045" "PHYCO0046" "PHYCO0047" "PHYCO0048" "PHYCO0049" "PHYCO0050" "PHYCO0051" "PHYCO0052" "PHYCO0053" "PHYCO0054" "PHYCO0055" "PHYCO0056" "PHYCO0057" "PHYCO0058" "PHYCO0059" "PHYCO0060" "PHYCO0061" "PHYCO0062" "PHYCO0063" "PHYCO0064" "PHYCO0065" "PHYCO0066" "PHYCO0067" "PHYCO0068" "PHYCO0069" "PHYCO0070" "PHYCO0071" "PHYCO0072" "PHYCO0073" "PHYCO0074" "PHYCO0075" "PHYCO0076" "PHYCO0077" "PHYCO0078" "PHYCO0079" "PHYCO0080" "PHYCO0081" "PHYCO0082" "PHYCO0083" "PHYCO0084" "PHYCO0085" "PHYCO0086" "PHYCO0087" "PHYCO0088" "PHYCO0089" "PHYCO0090" "PHYCO0091" "PHYCO0092" "PHYCO0093" "PHYCO0094" "PHYCO0095" "PHYCO0096" "PHYCO0097" "PHYCO0098" "PHYCO0099" "PHYCO0100" "PHYCO0101" "PHYCO0102" "PHYCO0103" "PHYCO0104" "PHYCO0105" "PHYCO0106" "PHYCO0107" "PHYCO0108" "PHYCO0109" "PHYCO0110" "PHYCO0111" "PHYCO0112" "PHYCO0113" "PHYCO0114" "PHYCO0115" "PHYCO0116" "PHYCO0117" "PHYCO0118" "PHYCO0119" "PHYCO0120" "PHYCO0121" "PHYCO0122" "PHYCO0123" "PHYCO0124" "PHYCO0125" "PHYCO0126" "PHYCO0127" "PHYCO0128" "PHYCO0129" "PHYCO0130" "PHYCO0131" "PHYCO0132" "PHYCO0133" "PHYCO0134" "PHYCO0135" "PHYCO0136" "PHYCO0137" "PHYCO0138" "PHYCO0139" "PHYCO0140" "PHYCO0141" "PHYCO0142" "PHYCO0143" "PHYCO0144" "PHYCO0145" "PHYCO0146" "PHYCO0147" "PHYCO0148" "PHYCO0149" "PHYCO0150" "PHYCO0151" "PHYCO0152" "PHYCO0153" "PHYCO0154" "PHYCO0155" "PHYCO0156" "PHYCO0157" "PHYCO0158" "PHYCO0159" "PHYCO0160" "PHYCO0161" "PHYCO0162" "PHYCO0163" "PHYCO0164" "PHYCO0165" "PHYCO0166" "PHYCO0167" "PHYCO0168" "PHYCO0169" "PHYCO0170" "PHYCO0171" "PHYCO0172" "PHYCO0173" "PHYCO0174" "PHYCO0175" "PHYCO0176" "PHYCO0177" "PHYCO0178" "PHYCO0179" "PHYCO0180" "PHYCO0181" "PHYCO0182" "PHYCO0183" "PHYCO0184" "PHYCO0185" "PHYCO0186" "PHYCO0187" "PHYCO0188" "PHYCO0189" "PHYCO0190" "PHYCO0191" "PHYCO0192" "PHYCO0193" "PHYCO0194" "PHYCO0195" "PHYCO0196" "PHYCO0197" "PHYCO0198" "PHYCO0199" "PHYCO0200" "PHYCO0201" "PHYCO0202" "PHYCO0203" "PHYCO0204" "PHYCO0205" "PHYCO0206" "PHYCO0207" "PHYCO0208" "PHYCO0209" "PHYCO0210" "PHYCO0211" "PHYCO0212" "PHYCO0213" "PHYCO0214" "PHYCO0215" "PHYCO0216" "PHYCO0217" "PHYCO0218" "PHYCO0219" "PHYCO0220" "PHYCO0221" "PHYCO0222" "PHYCO0223" "PHYCO0224" "PHYCO0225" "PHYCO0226" "PHYCO0227" "PHYCO0228" "PHYCO0229" "PHYCO0230" "PHYCO0231" "PHYCO0232" "PHYCO0233" "PHYCO0234" "PHYCO0235" "PHYCO0236" "PHYCO0237" "PHYCO0238" "PHYCO0239" "PHYCO0240" "PHYCO0241" "PHYCO0242" "PHYCO0243" "PHYCO0244" "PHYCO0245" "PHYCO0246" "PHYCO0247" "PHYCO0248" "PHYCO0249" "PHYCO0250" "PHYCO0251" "PHYCO0252" "PHYCO0253" "PHYCO0254" "PHYCO0255" "PHYCO0256" "PHYCO0257" "PHYCO0258" "PHYCO0259" "PHYCO0260" "PHYCO0261" "PHYCO0262" "PHYCO0263" "PHYCO0264" "PHYCO0265" "PHYCO0266" "PHYCO0267" "PHYCO0268" "PHYCO0269" "PHYCO0270" "PHYCO0271" "PHYCO0272" "PHYCO0273" "PHYCO0274" "PHYCO0275" "PHYCO0276" "PHYCO0277" "PHYCO0278" "PHYCO0279" "PHYCO0280" "PHYCO0281" "PHYCO0282" "PHYCO0283" "PHYCO0284" "PHYCO0285" "PHYCO0286" "PHYCO0287" "PHYCO0288" "PHYCO0289" "PHYCO0290" "PHYCO0291" "PHYCO0292" "PHYCO0293" "PHYCO0294" "PHYCO0295" "PHYCO0296" "PHYCO0297" "PHYCO0298" "PHYCO0299" "PHYCO0300" "PHYCO0301" "PHYCO0302" "PHYCO0303" "PHYCO0304" "PHYCO0305" "PHYCO0306" "PHYCO0307" "PHYCO0308" "PHYCO0309" "PHYCO0310" "PHYCO0311" "PHYCO0312" "PHYCO0313" "PHYCO0314" "PHYCO0315" "PHYCO0316" "PHYCO0317" "PHYCO0318" "PHYCO0319" "PHYCO0320" "PHYCO0321" "PHYCO0322" "PHYCO0323" "PHYCO0324" "PHYCO0325" "PHYCO0326" "PHYCO0327" "PHYCO0328" "PHYCO0329" "PHYCO0330" "PHYCO0331" "PHYCO0332" "PHYCO0333" "PHYCO0334" "PHYCO0335" "PHYCO0336" "PHYCO0337" "PHYCO0338" "PHYCO0339" "PHYCO0340" "PHYCO0341" "PHYCO0342" "PHYCO0343" "PHYCO0344" "PHYCO0345" "PHYCO0346" "PHYCO0347" "PHYCO0348" "PHYCO0349" "PHYCO0350" "PHYCO0351" "PHYCO0352" "PHYCO0353" "PHYCO0354" "PHYCO0355" "PHYCO0356" "PHYCO0357" "PHYCO0358" "PHYCO0359" "PHYCO0360" "PHYCO0361" "PHYCO0362" "PHYCO0363" "PHYCO0364" "PHYCO0365" "PHYCO0366" "PHYCO0367" "PHYCO0368" "PHYCO0369" "PHYCO0370" "PHYCO0371" "PHYCO0372" "PHYCO0373" "PHYCO0374" "PHYCO0375" "PHYCO0376" "PHYCO0377" "PHYCO0378" "PHYCO0379" "PHYCO0380" "PHYCO0381" "PHYCO0382" "PHYCO0383" "PHYCO0384" "PHYCO0385" "PHYCO0386" "PHYCO0387" "PHYCO0388" "PHYCO0389" "PHYCO0390" "PHYCO0391" "PHYCO0392" "PHYCO0393" "PHYCO0394" "PHYCO0395" "PHYCO0396" "PHYCO0397" "PHYCO0398" "PHYCO0399" "PHYCO0400" "PHYCO0401" "PHYCO0402" "PHYCO0403" "PHYCO0404" "PHYCO0405" "PHYCO0406" "PHYCO0407" "PHYCO0408" "PHYCO0409" "PHYCO0410" "PHYCO0411" "PHYCO0412" "PHYCO0413" "PHYCO0414" "PHYCO0415" "PHYCO0416" "PHYCO0417" "PHYCO0418" "PHYCO0419" "PHYCO0420" "PHYCO0421" "PHYCO0422" "PHYCO0423" "PHYCO0424" "PHYCO0425" "PHYCO0426" "PHYCO0427" "PHYCO0428" "PHYCO0429" "PHYCO0430" "PHYCO0431" "PHYCO0432" "PHYCO0433" "PHYCO0434" "PHYCO0435" "PHYCO0436" "PHYCO0437" "PHYCO0438" "PHYCO0439" "PHYCO0440" "PHYCO0441" "PHYCO0442" "PHYCO0443" "PHYCO0444" "PHYCO0445" "PHYCO0446" "PHYCO0447" "PHYCO0448" "PHYCO0449" "PHYCO0450" "PHYCO0451" "PHYCO0452" "PHYCO0453" "PHYCO0454" "PHYCO0455" "PHYCO0456" "PHYCO0457" "PHYCO0458" "PHYCO0459" "PHYCO0460" "PHYCO0461" "PHYCO0462" "PHYCO0463" "PHYCO0464" "PHYCO0465" "PHYCO0466" "PHYCO0467" "PHYCO0468" "PHYCO0469" "PHYCO0470" "PHYCO0471" "PHYCO0472" "PHYCO0473" "PHYCO0474" "PHYCO0475" "PHYCO0476" "PHYCO0477" "PHYCO0478" "PHYCO0479" "PHYCO0480" "PHYCO0481" "PHYCO0482" "PHYCO0483" "PHYCO0484" "PHYCO0485" "PHYCO0486" "PHYCO0487" "PHYCO0488" "PHYCO0489" "PHYCO0490" "PHYCO0491" "PHYCO0492" "PHYCO0493" "PHYCO0494" "PHYCO0495" "PHYCO0496" "PHYCO0497" "PHYCO0498" "PHYCO0499" "PHYCO0500" "PHYCO0501" "PHYCO0502" "PHYCO0503" "PHYCO0504" "PHYCO0505" "PHYCO0506" "PHYCO0507" "PHYCO0508" "PHYCO0509" "PHYCO0510" "PHYCO0511" "PHYCO0512" "PHYCO0513" "PHYCO0514" "PHYCO0515" "PHYCO0516" "PHYCO0517" "PHYCO0518" "PHYCO0519" "PHYCO0520" "PHYCO0521" "PHYCO0522" "PHYCO0523" "PHYCO0524" "PHYCO0525" "PHYCO0526" "PHYCO0527" "PHYCO0528" "PHYCO0529" "PHYCO0530" "PHYCO0531" "PHYCO0532" "PHYCO0533" "PHYCO0534" "PHYCO0535" "PHYCO0536" "PHYCO0537" "PHYCO0538" "PHYCO0539" "PHYCO0540" "PHYCO0541" "PHYCO0542" "PHYCO0543" "PHYCO0544" "PHYCO0545" "PHYCO0546" "PHYCO0547" "PHYCO0548" "PHYCO0549" "PHYCO0550" "PHYCO0551" "PHYCO0552" "PHYCO0553" "PHYCO0554" "PHYCO0555" "PHYCO0556" "PHYCO0557" "PHYCO0558" "PHYCO0559" "PHYCO0560" "PHYCO0561" "PHYCO0562" "PHYCO0563" "PHYCO0564" "PHYCO0565" "PHYCO0566" "PHYCO0567" "PHYCO0568" "PHYCO0569" "PHYCO0570" "PHYCO0571" "PHYCO0572" "PHYCO0573" "PHYCO0574" "PHYCO0575" "PHYCO0576" "PHYCO0577" "PHYCO0578" "PHYCO0579" "PHYCO0580" "PHYCO0581" "PHYCO0582" "PHYCO0583" "PHYCO0584" "PHYCO0585" "PHYCO0586" "PHYCO0587" "PHYCO0588" "PHYCO0589" "PHYCO0590" "PHYCO0591" "PHYCO0592" "PHYCO0593" "PHYCO0594" "PHYCO0595" "PHYCO0596" "PHYCO0597" "PHYCO0598" "PHYCO0599" "PHYCO0600" "PHYCO0601" "PHYCO0602" "PHYCO0603" "PHYCO0604" "PHYCO0605" "PHYCO0606" "PHYCO0607" "PHYCO0608" "PHYCO0609" "PHYCO0610" "PHYCO0611" "PHYCO0612" "PHYCO0613" "PHYCO0614" "PHYCO0615" "PHYCO0616" "PHYCO0617" "PHYCO0618" "PHYCO0619" "PHYCO0620" "PHYCO0621" "PHYCO0622" "PHYCO0623" "PHYCO0624" "PHYCO0625" "PHYCO0626" "PHYCO0627" "PHYCO0628" "PHYCO0629" "PHYCO0630" "PHYCO0631" "PHYCO0632" "PHYCO0633" "PHYCO0634" "PHYCO0635" "PHYCO0636" "PHYCO0637" "PHYCO0638" "PHYCO0639" "PHYCO0640" "PHYCO0641" "PHYCO0642" "PHYCO0643" "PHYCO0644" "PHYCO0645" "PHYCO0646" "PHYCO0647" "PHYCO0648" "PHYCO0649" "PHYCO0650" "PHYCO0651" "PHYCO0652" "PHYCO0653" "PHYCO0654" "PHYCO0655" "PHYCO0656" "PHYCO0657" "PHYCO0658" "PHYCO0659" "PHYCO0660" "PHYCO0661" "PHYCO0662" "PHYCO0663" "PHYCO0664" "PHYCO0665" "PHYCO0666" "PHYCO0667" "PHYCO0668" "PHYCO0669" "PHYCO0670" "PHYCO0671" "PHYCO0672" "PHYCO0673" "PHYCO0674" "PHYCO0675" "PHYCO0676" "PHYCO0677" "PHYCO0678" "PHYCO0679" "PHYCO0680" "PHYCO0681" "PHYCO0682" "PHYCO0683" "PHYCO0684" "PHYCO0685" "PHYCO0686" "PHYCO0687" "PHYCO0688" "PHYCO0689" "PHYCO0690" "PHYCO0691" "PHYCO0692" "PHYCO0693" "PHYCO0694" "PHYCO0695" "PHYCO0696" "PHYCO0697" "PHYCO0698" "PHYCO0699" "PHYCO0700" "PHYCO0701" "PHYCO0702" "PHYCO0703" "PHYCO0704" "PHYCO0705" "PHYCO0706" "PHYCO0707" "PHYCO0708" "PHYCO0709" "PHYCO0710" "PHYCO0711" "PHYCO0712" "PHYCO0713" "PHYCO0714" "PHYCO0715" "PHYCO0716" "PHYCO0717" "PHYCO0718" "PHYCO0719" "PHYCO0720" "PHYCO0721" "PHYCO0722" "PHYCO0723" "PHYCO0724" "PHYCO0725" "PHYCO0726" "PHYCO0727" "PHYCO0728" "PHYCO0729" "PHYCO0730" "PHYCO0731" "PHYCO0732" "PHYCO0733" "PHYCO0734" "PHYCO0735" "PHYCO0736" "PHYCO0737" "PHYCO0738" "PHYCO0739" "PHYCO0740" "PHYCO0741" "PHYCO0742" "PHYCO0743" "PHYCO0744" "PHYCO0745" "PHYCO0746" "PHYCO0747" "PHYCO0748" "PHYCO0749" "PHYCO0750" "PHYCO0751" "PHYCO0752" "PHYCO0753" "PHYCO0754" "PHYCO0755" "PHYCO0756" "PHYCO0757" "PHYCO0758" "PHYCO0759" "PHYCO0760" "PHYCO0761" "PHYCO0762" "PHYCO0763" "PHYCO0764" "PHYCO0765" "PHYCO0766" "PHYCO0767" "PHYCO0768" "PHYCO0769" "PHYCO0770" "PHYCO0771" "PHYCO0772" "PHYCO0773" "PHYCO0774" "PHYCO0775" "PHYCO0776" "PHYCO0777" "PHYCO0778" "PHYCO0779" "PHYCO0780" "PHYCO0781" "PHYCO0782" "PHYCO0783" "PHYCO0784" "PHYCO0785" "PHYCO0786" "PHYCO0787" "PHYCO0788" "PHYCO0789" "PHYCO0790" "PHYCO0791" "PHYCO0792" "PHYCO0793" "PHYCO0794" "PHYCO0795" "PHYCO0796" "PHYCO0797" "PHYCO0798" "PHYCO0799" "PHYCO0800" "PHYCO0801" "PHYCO0802" "PHYCO0803" "PHYCO0804" "PHYCO0805" "PHYCO0806" "PHYCO0807" "PHYCO0808" "PHYCO0809" "PHYCO0810" "PHYCO0811" "PHYCO0812" "PHYCO0813" "PHYCO0814" "PHYCO0815" "PHYCO0816" "PHYCO0817" "PHYCO0818" "PHYCO0819" "PHYCO0820" "PHYCO0821" "PHYCO0822" "PHYCO0823" "PHYCO0824" "PHYCO0825" "PHYCO0826" "PHYCO0827" "PHYCO0828" "PHYCO0829" "PHYCO0830" "PHYCO0831" "PHYCO0832" "PHYCO0833" "PHYCO0834" "PHYCO0835" "PHYCO0836" "PHYCO0837" "PHYCO0838" "PHYCO0839" "PHYCO0840" "PHYCO0841" "PHYCO0842" "PHYCO0843" "PHYCO0844" "PHYCO0845" "PHYCO0846" "PHYCO0847" "PHYCO0848" "PHYCO0849" "PHYCO0850" "PHYCO0851" "PHYCO0852" "PHYCO0853" "PHYCO0854" "PHYCO0855" "PHYCO0856" "PHYCO0857" "PHYCO0858" "PHYCO0859" "PHYCO0860" "PHYCO0861" "PHYCO0862" "PHYCO0863" "PHYCO0864" "PHYCO0865" "PHYCO0866" "PHYCO0867" "PHYCO0868" "PHYCO0869" "PHYCO0870" "PHYCO0871" "PHYCO0872" "PHYCO0873" "PHYCO0874" "PHYCO0875" "PHYCO0876" "PHYCO0877" "PHYCO0878" "PHYCO0879" "PHYCO0880" "PHYCO0881" "PHYCO0882" "PHYCO0883" "PHYCO0884" "PHYCO0885" "PHYCO0886" "PHYCO0887" "PHYCO0888" "PHYCO0889" "PHYCO0890" "PHYCO0891" "PHYCO0892" "PHYCO0893" "PHYCO0894" "PHYCO0895" "PHYCO0896" "PHYCO0897" "PHYCO0898" "PHYCO0899" "PHYCO0900" "PHYCO0901" "PHYCO0902" "PHYCO0903" "PHYCO0904" "PHYCO0905" "PHYCO0906" "PHYCO0907" "PHYCO0908" "PHYCO0909" "PHYCO0910" "PHYCO0911" "PHYCO0912" "PHYCO0913" "PHYCO0914" "PHYCO0915" "PHYCO0916" "PHYCO0917" "PHYCO0918" "PHYCO0919" "PHYCO0920" "PHYCO0921" "PHYCO0922" "PHYCO0923" "PHYCO0924" "PHYCO0925" "PHYCO0926" "PHYCO0927" "PHYCO0928" "PHYCO0929" "PHYCO0930" "PHYCO0931" "PHYCO0932" "PHYCO0933" "PHYCO0934" "PHYCO0935" "PHYCO0936" "PHYCO0937" "PHYCO0938" "PHYCO0939" "PHYCO0940" "PHYCO0941" "PHYCO0942" "PHYCO0943" "PHYCO0944" "PHYCO0945" "PHYCO0946" "PHYCO0947" "PHYCO0948" "PHYCO0949" "PHYCO0950" "PHYCO0951" "PHYCO0952" "PHYCO0953" "PHYCO0954" "PHYCO0955" "PHYCO0956" "PHYCO0957" "PHYCO0958" "PHYCO0959" "PHYCO0960" "PHYCO0961" "PHYCO0962" "PHYCO0963" "PHYCO0964" "PHYCO0965" "PHYCO0966" "PHYCO0967" "PHYCO0968" "PHYCO0969" "PHYCO0970" "PHYCO0971" "PHYCO0972" "PHYCO0973" "PHYCO0974" "PHYCO0975" "PHYCO0976" "PHYCO0977" "PHYCO0978" "PHYCO0979" "PHYCO0980" "PHYCO0981" "PHYCO0982" "PHYCO0983" "PHYCO0984" "PHYCO0985" "PHYCO0986" "PHYCO0987" "PHYCO0988" "PHYCO0989" "PHYCO0990"
"1" 4 "Westerlies" "NAO" 36.5533 0 0 0.0304798525007941 0.00191649870498765 0.0126069733189871 0.0462454988071286 0 0 0 0.00179472737499229 0 0 0.00105169584190535 0 0 0 0 0 0 0 0.00208010228119756 0 0 0 0 0 0 0 0 0 0.0247337813440259 0 0.00223233196310803 0.00131879302787047 0 0 0 0 0.00100873775733516 0 0.00505433653565613 0 0 0 0.00346683713532927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00363640030352164 0 0 0 0 0 0 0 0 0 0.00323540275113853 0 0 0 0 0 0 0 0 0 0 0 0 0.00144501924714636 0 0 0 0 0 0 0.0010502979372917 0.186693999962669 0 0 0 0 0.000975183077671574 0 0 0 0 0 0 0 0 0 0.00143374214499576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00100980172222857 0 0 0 0 0.219311543895054 0 0 0 0 0 0 0 0.00101565812370637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00324702835947904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00073956593852593 0 0 0 0 0 0 0.00566705717994579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00290413577387688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000765251185059376 0 0 0 0 0 0 0 0 0 0 0 0.00139953544564604 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00150231965471548 0 0 0 0 0.108549639336658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000814843615881645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194821698846038 0 0 0 0 0 0 0.00922543865517943 0 0 0.00103528439953914 0 0 0 0 0 0.00166773437403101 0 0 0 0 0 0 0 0 0 0.00138673485413171 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000965425040489703 0 0 0 0 0 0 0.0788785893147604 0.000768540212226524 0 0.0590187396645823 0 0 0.00215923292591247 0 0.00236799854800559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0515187229595983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00121394269440881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00621839056898126 0 0 0 0.021832473098885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000991533939860242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00413057343620771 0 0 0 0 0 0 0 0.00177110634695783 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00633704317698274 0.0178118667068422 0.0279939979400879 0 0 0 0 0 0 0 0 0 0 0 0.00174758939430703 0.000761292576761366 0 0 0 0 0.0103884398867 0 0 0 0.00168440712797203 0 0 0 0 0 0 0.00161507359125012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000774530843041522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00132402341149114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00307646507381633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2" 7 "Westerlies" "MS" 37.051 0 0 0 0.00422075630652994 0.00316908110872667 0 0.118600013630199 0.174890222104866 0.0156214257549029 0 0.0125945801325498 0.00443259025848215 0.00786049596029547 0.00821646425898372 0 0 0 0 0 0.00759450486644172 0.0405776057791991 0 0.0242444305813664 0.00635755704359153 0.018085833319242 0 0 0 0.00491799505938278 0.00613784827079113 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0109786943185761 0 0 0.0371318292618077 0 0 0.00399411443511211 0.013903450165208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0045571323473659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00413455464515943 0 0 0 0 0 0 0 0.0179510764380165 0 0.0360399172102183 0 0 0 0 0 0 0 0 0 0 0 0.00769668794893188 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0128592016453074 0 0 0 0 0 0 0 0 0 0 0 0 0.00897976988382264 0.00676307637524615 0 0 0 0 0 0 0.00514881112405442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00894155684033315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00439635856394804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00644485566802006 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00367842842654966 0 0 0 0 0 0.00658721664523652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0081973596304198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00285293884358659 0 0.00501855649727337 0 0 0 0 0 0 0 0 0 0 0.00428636692193838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0140173414892526 0 0 0 0 0.0204678913042706 0 0 0 0 0 0 0 0 0.0330341172676784 0 0 0.0113693659739678 0 0.00336918518277225 0 0 0 0 0 0 0 0 0 0 0 0.00640902640963742 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0244600811858519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00675931570677432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0216329566741099 0 0 0.00701788309772386 0 0 0 0 0.00654457328817371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0117628868664938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0688033777751391 0 0.0139999891347648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00366485053370827 0 0 0 0 0 0 0 0 0.00817508825125273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00283734904044229 0 0 0 0 0 0 0 0.00564400934933717 0 0 0 0 0 0 0 0 0.00403462850466117 0 0 0.00348095722611596 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00288159862620371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00507101870143217 0 0.0144941063537993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0220050437847544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
